NOME_SALA;REGISTRO_SALA;CNPJ_SALA;SITUACAO_SALA;QUANTIDADE_ASSENTOS;NOME_COMPLEXO;REGISTRO_COMPLEXO;PAGINA_ELETRONICA_COMPLEXO;ENDERECO_COMPLEXO;NUMERO_ENDERECO_COMPLEXO;COMPLEMENTO_ENDERECO;BAIRRO_COMPLEXO;MUNICIPIO_COMPLEXO;CODIGO_MUNICPIO_IBGE;UF_COMPLEXO;COMPLEXO_ITINERANTE;OPERACAO_USUAL;EXIBIDOR;REGISTRO_EXIBIDOR;CNPJ_EXIBIDOR;SITUACAO_EXIBIDOR;GRUPO_EXIBIDOR
CINE TEATRO MARIA AUXILIADORA 01;5006363;34.469.992/0001-12;EM FUNCIONAMENTO;443;CINE TEATRO MARIA AUXILIADORA;43989;;AV QUIRINO CANDIDO DE MORAES;00;QUADRAB LOTE 02;Centro;QUIRINÓPOLIS;5218508;GO;NÃO;COMERCIAL;CINE TEATRO MARIA AUXILIADORA LTDA;43988;34.469.992/0001-12;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE TEATRO PEPERI;5002952;10.691.270/0001-40;EM FUNCIONAMENTO;300;CINE TEATRO PEPERI LTDA;17833;;RUA MARQUES DE HERVAL ;977;;CENTRO;SÃO MIGUEL DO OESTE;4217204;SC;NÃO;COMERCIAL;CINE TEATRO PEPERI LTDA;17832;10.691.270/0001-40;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
SALA CINE TEATRO SHOPPING SÃO PEDRO 01;5003056;04.180.876/0001-18;FECHADO TEMPORARIAMENTE;260;CINE TEATRO SHOPPING SÃO PEDRO;18873;;RUA JOÃO TEIXEIRA DA FROTA;1184;;SÃO BENEDITO;SÃO PEDRO;3550407;SP;NÃO;COMERCIAL;CINE TEATRO SHOPPING SÃO PEDRO LTDA-ME;18872;04.180.876/0001-18;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE PAMPULHA MALL SALA 1;5002672;09.686.489/0001-71;FECHADO TEMPORARIAMENTE;111;CINE PAMPULHA MALL;16188;;AV. PRESIDENTE ANTÔNIO CARLOS ;8100;LJ 12;SÃO LUÍS;BELO HORIZONTE;3106200;MG;NÃO;COMERCIAL;CINE TJ LTDA;16187;09.686.489/0001-71;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE PAMPULHA MALL SALA 2;5002669;09.686.489/0001-71;FECHADO TEMPORARIAMENTE;113;CINE PAMPULHA MALL;16188;;AV. PRESIDENTE ANTÔNIO CARLOS ;8100;LJ 12;SÃO LUÍS;BELO HORIZONTE;3106200;MG;NÃO;COMERCIAL;CINE TJ LTDA;16187;09.686.489/0001-71;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE PAMPULHA MALL SALA 3;5002670;09.686.489/0001-71;FECHADO TEMPORARIAMENTE;107;CINE PAMPULHA MALL;16188;;AV. PRESIDENTE ANTÔNIO CARLOS ;8100;LJ 12;SÃO LUÍS;BELO HORIZONTE;3106200;MG;NÃO;COMERCIAL;CINE TJ LTDA;16187;09.686.489/0001-71;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE PAMPULHA MALL SALA 4;5002671;09.686.489/0001-71;FECHADO TEMPORARIAMENTE;96;CINE PAMPULHA MALL;16188;;AV. PRESIDENTE ANTÔNIO CARLOS ;8100;LJ 12;SÃO LUÍS;BELO HORIZONTE;3106200;MG;NÃO;COMERCIAL;CINE TJ LTDA;16187;09.686.489/0001-71;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE PAMPULHA MALL SALA 5;5002674;09.686.489/0001-71;FECHADO TEMPORARIAMENTE;131;CINE PAMPULHA MALL;16188;;AV. PRESIDENTE ANTÔNIO CARLOS ;8100;LJ 12;SÃO LUÍS;BELO HORIZONTE;3106200;MG;NÃO;COMERCIAL;CINE TJ LTDA;16187;09.686.489/0001-71;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE PAMPULHA MALL SALA 6;5002673;09.686.489/0001-71;FECHADO TEMPORARIAMENTE;156;CINE PAMPULHA MALL;16188;;AV. PRESIDENTE ANTÔNIO CARLOS ;8100;LJ 12;SÃO LUÍS;BELO HORIZONTE;3106200;MG;NÃO;COMERCIAL;CINE TJ LTDA;16187;09.686.489/0001-71;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE TORRES - SALA 1;5004707;20.342.946/0001-43;FECHADO TEMPORARIAMENTE;107;CINE TORRES;27198;;RUA BORGES DE MEDEIROS;275;LJ 05;CENTRO;TORRES;4321501;RS;NÃO;COMERCIAL;CINE TORRES LTDA - ME;27196;20.342.946/0001-43;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE TORRES - SALA 2;5005344;20.342.946/0001-43;FECHADO TEMPORARIAMENTE;87;CINE TORRES;27198;;RUA BORGES DE MEDEIROS;275;LJ 05;CENTRO;TORRES;4321501;RS;NÃO;COMERCIAL;CINE TORRES LTDA - ME;27196;20.342.946/0001-43;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE XIN CINEMA SALA 1;5002513;05.044.278/0002-65;EM FUNCIONAMENTO;212;CINE XIN CINEMA;15266;;PRAÇA BARÃO DO RIO BRANCO ;184;;CENTRO;CÁCERES;5102504;MT;NÃO;COMERCIAL;CINE XIN - ME;14819;05.044.278/0001-84;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE XIN CINEMA SALA 2;5003265;05.044.278/0002-65;EM FUNCIONAMENTO;96;CINE XIN CINEMA;15266;;PRAÇA BARÃO DO RIO BRANCO ;184;;CENTRO;CÁCERES;5102504;MT;NÃO;COMERCIAL;CINE XIN - ME;14819;05.044.278/0001-84;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
;;../-;;;PROJETO CINEMA NO RIO;28570;www.cinemanorio.com.br;;;;;;;;SIM;NÃO COMERCIAL;CINEAR PRODUÇÕES E EXIBIÇÕES CINEMATOGRÁFICAS LIMITADA EPP;13468;07.137.708/0001-38;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
;;../-;;;CINE CAR;43068;https://www.cinecar.com.br;;;;;;;;SIM;COMERCIAL;CINECAR SERVICOS CINEMATOGRAFICOS E TURISMO EIRELI;43067;30.958.829/0001-62;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE CAUIM;5002450;51.820.371/0001-50;EM FUNCIONAMENTO;808;CINECLUBE CAUIM;14973;;RUA SÃO SEBASTIÃO ;920;;CENTRO;RIBEIRÃO PRETO;3543402;SP;NÃO;NÃO COMERCIAL CINECLUBE;CINECLUBE CAUIM;14972;51.820.371/0001-50;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINECLUBE FLORESTA SALA PEQUENO PÚBLICO;5002521;08.920.398/0001-96;EM FUNCIONAMENTO;45;CINECLUBE FLORESTA;13593;;RUA GUARANTA, 157;;;SÃO JOSÉ OPERÁRIO;ALTA FLORESTA;5100250;MT;NÃO;NÃO COMERCIAL;CINECLUBE FLORESTA;13592;08.920.398/0001-96;IRREGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINECLUBE FLORESTA TEATRO MULTIUSO;5002215;08.920.398/0001-96;EM FUNCIONAMENTO;288;CINECLUBE FLORESTA;13593;;RUA GUARANTA, 157;;;SÃO JOSÉ OPERÁRIO;ALTA FLORESTA;5100250;MT;NÃO;NÃO COMERCIAL;CINECLUBE FLORESTA;13592;08.920.398/0001-96;IRREGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINECLUBE GUADALA;5002875;10.807.531/0001-44;EM FUNCIONAMENTO;60;CINECLUBE GUADALA;17305;;RUA TRINDADE S/N;;;JARDIM GUADALAJARA;VILA VELHA;3205200;ES;NÃO;NÃO COMERCIAL;CINECLUBE GUADALA;17304;10.807.531/0001-44;IRREGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
;;../-;;;CINECLUBE MARIA SENA;25209;http://cineclubemariasena.blogspot.com.br/;;;;;;;;SIM;NÃO COMERCIAL CINECLUBE;CINECLUBE MARIA SENA;25207;12.452.656/0001-24;IRREGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE ESTAÇÃO NET BOTAFOGO SALA 1;5000848;29.171.311/0001-03;EM FUNCIONAMENTO;251;CINE ESTAÇÃO BOTAFOGO;6713;www.grupoestacao.com.br;RUA VOLUNTÁRIOS DA PÁTRIA;88;LOJAS B, C, D, E, F, H, I;BOTAFOGO;RIO DE JANEIRO;3304557;RJ;NÃO;COMERCIAL;CINECLUBE PAU BRASIL;2685;29.171.311/0001-03;REGULAR;ESTAÇÃO
CINE ESTAÇÃO NET BOTAFOGO SALA 2;5000849;29.171.311/0001-03;FECHADO TEMPORARIAMENTE;33;CINE ESTAÇÃO BOTAFOGO;6713;www.grupoestacao.com.br;RUA VOLUNTÁRIOS DA PÁTRIA;88;LOJAS B, C, D, E, F, H, I;BOTAFOGO;RIO DE JANEIRO;3304557;RJ;NÃO;COMERCIAL;CINECLUBE PAU BRASIL;2685;29.171.311/0001-03;REGULAR;ESTAÇÃO
CINE ESTAÇÃO NET BOTAFOGO SALA 3;5000850;29.171.311/0001-03;FECHADO TEMPORARIAMENTE;68;CINE ESTAÇÃO BOTAFOGO;6713;www.grupoestacao.com.br;RUA VOLUNTÁRIOS DA PÁTRIA;88;LOJAS B, C, D, E, F, H, I;BOTAFOGO;RIO DE JANEIRO;3304557;RJ;NÃO;COMERCIAL;CINECLUBE PAU BRASIL;2685;29.171.311/0001-03;REGULAR;ESTAÇÃO
CINECLUBE TORRES;5005636;15.324.175/0001-21;EM FUNCIONAMENTO;120;CINECLUBE TORRES;33766;www.cineclubetorres.wordpress.com;RUA JOSÉ ANTÔNIO PICORAL;171;;CENTRO;TORRES;4321501;RS;NÃO;NÃO COMERCIAL CINECLUBE;CINECLUBE TORRES;33764;15.324.175/0001-21;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
;;../-;;;CINE CLUBE ÁGORA;26438;;;;;;;;;SIM;NÃO COMERCIAL CINECLUBE;CINECLUBE ÁGORA;26436;18.948.697/0001-92;IRREGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
SALA CINECLUBE BRIZOLA 01;5004541;18.948.697/0001-92;EM FUNCIONAMENTO;50;CINECLUBE BRIZOLA;26440;;AVENIDA LEONEL DE MOURA BRIZOLA;9422;;SÃO BENTO ;DUQUE DE CAXIAS;3301702;RJ;NÃO;NÃO COMERCIAL;CINECLUBE ÁGORA;26436;18.948.697/0001-92;IRREGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINEMA.COM DRIVE-IN IRATI;5006565;28.153.563/0001-39;EM FUNCIONAMENTO;100;CINEMA.COM;37229;www.cinecom.com.br;Rua da Cidadania Frei Jaime;37;;Centro;IRATI;4110706;PR;NÃO;COMERCIAL;CINECOM ENTRETENIMENTO LTDA;37228;28.153.563/0001-39;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
SALA CINEMA.COM 1;5005863;28.153.563/0001-39;FECHADO TEMPORARIAMENTE;150;CINEMA.COM;37229;www.cinecom.com.br;Rua da Cidadania Frei Jaime;37;;Centro;IRATI;4110706;PR;NÃO;COMERCIAL;CINECOM ENTRETENIMENTO LTDA;37228;28.153.563/0001-39;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
SALA CINEMA.COM 2;5006532;28.153.563/0001-39;FECHADO TEMPORARIAMENTE;100;CINEMA.COM;37229;www.cinecom.com.br;Rua da Cidadania Frei Jaime;37;;Centro;IRATI;4110706;PR;NÃO;COMERCIAL;CINECOM ENTRETENIMENTO LTDA;37228;28.153.563/0001-39;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINEMA.COM PRUDENTÓPOLIS;5006137;28.153.563/0003-09;FECHADO TEMPORARIAMENTE;194;CINEMA.COM PRUDENTÓPOLIS;41536;www.cinecom.com.br;RUA CANDIDO DE ABREU;908;;CENTRO;PRUDENTÓPOLIS;4120606;PR;NÃO;COMERCIAL;CINECOM ENTRETENIMENTO LTDA;37228;28.153.563/0001-39;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINEMA.COM PRUDENTÓPOLIS	DRIVE-IN;5006564;28.153.563/0003-09;EM FUNCIONAMENTO;100;CINEMA.COM PRUDENTÓPOLIS;41536;www.cinecom.com.br;RUA CANDIDO DE ABREU;908;;CENTRO;PRUDENTÓPOLIS;4120606;PR;NÃO;COMERCIAL;CINECOM ENTRETENIMENTO LTDA;37228;28.153.563/0001-39;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE CULTURA LIBERTY MALL 01;5003444;05.968.600/0001-61;FECHADO TEMPORARIAMENTE;108;CINECULTURA LIBERTY MALL;20963;http://cinecultura.com.br/;ST COMERCIAL NORTE QUADRA;02;BL. D PVMTO. 01;ASA NORTE;BRASÍLIA;5300108;DF;NÃO;COMERCIAL;CINECULTURA-PROJECOES CINEMATOGRAFICAS EIRELI - EPP;4932;05.968.600/0001-61;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE CULTURA LIBERTY MALL 02;5003447;05.968.600/0001-61;FECHADO TEMPORARIAMENTE;96;CINECULTURA LIBERTY MALL;20963;http://cinecultura.com.br/;ST COMERCIAL NORTE QUADRA;02;BL. D PVMTO. 01;ASA NORTE;BRASÍLIA;5300108;DF;NÃO;COMERCIAL;CINECULTURA-PROJECOES CINEMATOGRAFICAS EIRELI - EPP;4932;05.968.600/0001-61;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE CULTURA LIBERTY MALL 03;5003448;05.968.600/0001-61;FECHADO TEMPORARIAMENTE;96;CINECULTURA LIBERTY MALL;20963;http://cinecultura.com.br/;ST COMERCIAL NORTE QUADRA;02;BL. D PVMTO. 01;ASA NORTE;BRASÍLIA;5300108;DF;NÃO;COMERCIAL;CINECULTURA-PROJECOES CINEMATOGRAFICAS EIRELI - EPP;4932;05.968.600/0001-61;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE CULTURA LIBERTY MALL 04;5003449;05.968.600/0001-61;FECHADO TEMPORARIAMENTE;108;CINECULTURA LIBERTY MALL;20963;http://cinecultura.com.br/;ST COMERCIAL NORTE QUADRA;02;BL. D PVMTO. 01;ASA NORTE;BRASÍLIA;5300108;DF;NÃO;COMERCIAL;CINECULTURA-PROJECOES CINEMATOGRAFICAS EIRELI - EPP;4932;05.968.600/0001-61;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE INTER SANTA INES 01;5006493;35.477.354/0001-06;EM FUNCIONAMENTO;137;CINE INTER SANTA INÊS;44835;;AV MARECHAL CASTELO BRANCO;3912;;SÃO CRISTOVAO;SANTA INÊS;2109908;MA;NÃO;COMERCIAL;CINEINTER EXIBICOES CINEMATOGRAFICAS LTDA;44834;35.477.354/0001-06;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE INTER SANTA INES 02;5006494;35.477.354/0001-06;EM FUNCIONAMENTO;137;CINE INTER SANTA INÊS;44835;;AV MARECHAL CASTELO BRANCO;3912;;SÃO CRISTOVAO;SANTA INÊS;2109908;MA;NÃO;COMERCIAL;CINEINTER EXIBICOES CINEMATOGRAFICAS LTDA;44834;35.477.354/0001-06;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINEPLUS FAZENDA - SALA 1;5005787;27.232.323/0001-67;EM FUNCIONAMENTO;127;CINEPLUS FAZENDA;36184;www.cinemacineplus.com.br;Rua Jacarandá;82;Loja 5;Eucaliptos;FAZENDA RIO GRANDE;4107652;PR;NÃO;COMERCIAL;CINELUZ CINEMA LTDA;36183;27.232.323/0001-67;REGULAR;CINEPLUS
CINEPLUS FAZENDA - SALA 2;5005788;27.232.323/0001-67;EM FUNCIONAMENTO;120;CINEPLUS FAZENDA;36184;www.cinemacineplus.com.br;Rua Jacarandá;82;Loja 5;Eucaliptos;FAZENDA RIO GRANDE;4107652;PR;NÃO;COMERCIAL;CINELUZ CINEMA LTDA;36183;27.232.323/0001-67;REGULAR;CINEPLUS
CINEPLUS FAZENDA DRIVE-IN;5006550;27.232.323/0001-67;FECHADO TEMPORARIAMENTE;50;CINEPLUS FAZENDA;36184;www.cinemacineplus.com.br;Rua Jacarandá;82;Loja 5;Eucaliptos;FAZENDA RIO GRANDE;4107652;PR;NÃO;COMERCIAL;CINELUZ CINEMA LTDA;36183;27.232.323/0001-67;REGULAR;CINEPLUS
ESPAÇO ITAU FREI CANECA 1;5001133;04.969.463/0001-17;EM FUNCIONAMENTO;251;ESPAÇO ITAU DE CINEMA - FREI CANECA;6636;HTTP://WWW.itaucinemas.COM.BR;RUA FREI CANECA,;569;3.º ANDAR;CERQUEIRA CESAR;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAU FREI CANECA 2;5001134;04.969.463/0001-17;EM FUNCIONAMENTO;216;ESPAÇO ITAU DE CINEMA - FREI CANECA;6636;HTTP://WWW.itaucinemas.COM.BR;RUA FREI CANECA,;569;3.º ANDAR;CERQUEIRA CESAR;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAU FREI CANECA 3;5001135;04.969.463/0001-17;EM FUNCIONAMENTO;167;ESPAÇO ITAU DE CINEMA - FREI CANECA;6636;HTTP://WWW.itaucinemas.COM.BR;RUA FREI CANECA,;569;3.º ANDAR;CERQUEIRA CESAR;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAU FREI CANECA 4;5001136;04.969.463/0001-17;EM FUNCIONAMENTO;101;ESPAÇO ITAU DE CINEMA - FREI CANECA;6636;HTTP://WWW.itaucinemas.COM.BR;RUA FREI CANECA,;569;3.º ANDAR;CERQUEIRA CESAR;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAU FREI CANECA 5;5001137;04.969.463/0001-17;EM FUNCIONAMENTO;101;ESPAÇO ITAU DE CINEMA - FREI CANECA;6636;HTTP://WWW.itaucinemas.COM.BR;RUA FREI CANECA,;569;3.º ANDAR;CERQUEIRA CESAR;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAU FREI CANECA 6;5001138;04.969.463/0001-17;EM FUNCIONAMENTO;122;ESPAÇO ITAU DE CINEMA - FREI CANECA;6636;HTTP://WWW.itaucinemas.COM.BR;RUA FREI CANECA,;569;3.º ANDAR;CERQUEIRA CESAR;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAU FREI CANECA 7;5001139;04.969.463/0001-17;EM FUNCIONAMENTO;101;ESPAÇO ITAU DE CINEMA - FREI CANECA;6636;HTTP://WWW.itaucinemas.COM.BR;RUA FREI CANECA,;569;3.º ANDAR;CERQUEIRA CESAR;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAU FREI CANECA 8;5001140;04.969.463/0001-17;EM FUNCIONAMENTO;100;ESPAÇO ITAU DE CINEMA - FREI CANECA;6636;HTTP://WWW.itaucinemas.COM.BR;RUA FREI CANECA,;569;3.º ANDAR;CERQUEIRA CESAR;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAU FREI CANECA 9;5001141;04.969.463/0001-17;EM FUNCIONAMENTO;122;ESPAÇO ITAU DE CINEMA - FREI CANECA;6636;HTTP://WWW.itaucinemas.COM.BR;RUA FREI CANECA,;569;3.º ANDAR;CERQUEIRA CESAR;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAU CONTRY 3;5000861;04.969.463/0002-06;EM FUNCIONAMENTO;205;ESPAÇO ITAU DE CINEMA - PORTO ALEGRE;2738;HTTP://WWW.UNIBANCOARTEPLEX.COM.BR;RUA TÚLIO DE ROSE;80;2º PISO;PASSO DA AREIA;PORTO ALEGRE;4314902;RS;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAU COUNTRY 1;5000859;04.969.463/0002-06;EM FUNCIONAMENTO;224;ESPAÇO ITAU DE CINEMA - PORTO ALEGRE;2738;HTTP://WWW.UNIBANCOARTEPLEX.COM.BR;RUA TÚLIO DE ROSE;80;2º PISO;PASSO DA AREIA;PORTO ALEGRE;4314902;RS;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAU COUNTRY 2;5000860;04.969.463/0002-06;EM FUNCIONAMENTO;215;ESPAÇO ITAU DE CINEMA - PORTO ALEGRE;2738;HTTP://WWW.UNIBANCOARTEPLEX.COM.BR;RUA TÚLIO DE ROSE;80;2º PISO;PASSO DA AREIA;PORTO ALEGRE;4314902;RS;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAU COUNTRY 4;5000862;04.969.463/0002-06;EM FUNCIONAMENTO;338;ESPAÇO ITAU DE CINEMA - PORTO ALEGRE;2738;HTTP://WWW.UNIBANCOARTEPLEX.COM.BR;RUA TÚLIO DE ROSE;80;2º PISO;PASSO DA AREIA;PORTO ALEGRE;4314902;RS;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAU COUNTRY 5;5000863;04.969.463/0002-06;EM FUNCIONAMENTO;287;ESPAÇO ITAU DE CINEMA - PORTO ALEGRE;2738;HTTP://WWW.UNIBANCOARTEPLEX.COM.BR;RUA TÚLIO DE ROSE;80;2º PISO;PASSO DA AREIA;PORTO ALEGRE;4314902;RS;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAU COUNTRY 6;5000864;04.969.463/0002-06;EM FUNCIONAMENTO;338;ESPAÇO ITAU DE CINEMA - PORTO ALEGRE;2738;HTTP://WWW.UNIBANCOARTEPLEX.COM.BR;RUA TÚLIO DE ROSE;80;2º PISO;PASSO DA AREIA;PORTO ALEGRE;4314902;RS;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAU COUNTRY 7;5000865;04.969.463/0002-06;EM FUNCIONAMENTO;324;ESPAÇO ITAU DE CINEMA - PORTO ALEGRE;2738;HTTP://WWW.UNIBANCOARTEPLEX.COM.BR;RUA TÚLIO DE ROSE;80;2º PISO;PASSO DA AREIA;PORTO ALEGRE;4314902;RS;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAU COUNTRY 8;5000866;04.969.463/0002-06;EM FUNCIONAMENTO;98;ESPAÇO ITAU DE CINEMA - PORTO ALEGRE;2738;HTTP://WWW.UNIBANCOARTEPLEX.COM.BR;RUA TÚLIO DE ROSE;80;2º PISO;PASSO DA AREIA;PORTO ALEGRE;4314902;RS;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAU CURITIBA 1;5000910;04.969.463/0004-60;FECHADO TEMPORARIAMENTE;97;ESPAÇO ITAU DE CINEMA CURITIBA;2888;HTTP://WWW.itaucinemas.COM.BR;RUA COMENDADOR ARAÚJO;731;PISO L1-LOJA 107 - CRYSTAL PLAZA SHOPPING CENTER;BATEL;CURITIBA;4106902;PR;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAU CURITIBA 2;5000911;04.969.463/0004-60;FECHADO TEMPORARIAMENTE;96;ESPAÇO ITAU DE CINEMA CURITIBA;2888;HTTP://WWW.itaucinemas.COM.BR;RUA COMENDADOR ARAÚJO;731;PISO L1-LOJA 107 - CRYSTAL PLAZA SHOPPING CENTER;BATEL;CURITIBA;4106902;PR;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAU CURITIBA 3;5000912;04.969.463/0004-60;FECHADO TEMPORARIAMENTE;208;ESPAÇO ITAU DE CINEMA CURITIBA;2888;HTTP://WWW.itaucinemas.COM.BR;RUA COMENDADOR ARAÚJO;731;PISO L1-LOJA 107 - CRYSTAL PLAZA SHOPPING CENTER;BATEL;CURITIBA;4106902;PR;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAU CURITIBA 4;5000913;04.969.463/0004-60;FECHADO TEMPORARIAMENTE;56;ESPAÇO ITAU DE CINEMA CURITIBA;2888;HTTP://WWW.itaucinemas.COM.BR;RUA COMENDADOR ARAÚJO;731;PISO L1-LOJA 107 - CRYSTAL PLAZA SHOPPING CENTER;BATEL;CURITIBA;4106902;PR;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAU CURITIBA 5;5000914;04.969.463/0004-60;FECHADO TEMPORARIAMENTE;41;ESPAÇO ITAU DE CINEMA CURITIBA;2888;HTTP://WWW.itaucinemas.COM.BR;RUA COMENDADOR ARAÚJO;731;PISO L1-LOJA 107 - CRYSTAL PLAZA SHOPPING CENTER;BATEL;CURITIBA;4106902;PR;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAÚ DE CINEMA BRASILIA 01;5003411;04.969.463/0007-02;EM FUNCIONAMENTO;194;ESPAÇO ITAU DE CINEMA DE BRASILIA;20590;;ST SGCV S/N;0;;GUARA;BRASÍLIA;5300108;DF;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAÚ DE CINEMA BRASILIA 02;5003412;04.969.463/0007-02;EM FUNCIONAMENTO;209;ESPAÇO ITAU DE CINEMA DE BRASILIA;20590;;ST SGCV S/N;0;;GUARA;BRASÍLIA;5300108;DF;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAÚ DE CINEMA BRASILIA 03;5003413;04.969.463/0007-02;EM FUNCIONAMENTO;121;ESPAÇO ITAU DE CINEMA DE BRASILIA;20590;;ST SGCV S/N;0;;GUARA;BRASÍLIA;5300108;DF;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
